NOME_PRODUTO,CATEGORIA_REGULATORIA,CLASSE_TERAPEUTICA,PRINCIPIO_ATIVO,EMPRESA_DETENTORA_REGISTRO
SOANZA XR,Similar,ANTIANGINOSOS E VASODILATADORES,DICLORIDRATO DE TRIMETAZIDINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
VASCOR MR,Similar,ANTIANGINOSOS E VASODILATADORES,DICLORIDRATO DE TRIMETAZIDINA,EUROFARMA LABORATORIOS S.A.
VAZIDIN,Similar,ANTIANGINOSOS E VASODILATADORES,DICLORIDRATO DE TRIMETAZIDINA,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
ZISQUE,Similar,ANTIANGINOSOS E VASODILATADORES,DICLORIDRATO DE TRIMETAZIDINA,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
CINCORDIL,Similar,ANTIANGINOSOS E VASODILATADORES,MONONITRATO DE ISOSSORBIDA,EMS SIGMA PHARMA LTDA
LFM - MONONITRATO DE ISOSSORBIDA,Similar,ANTIANGINOSOS E VASODILATADORES,MONONITRATO DE ISOSSORBIDA,LABORATÓRIO FARMACÊUTICO DA MARINHA
LONCORD,Similar,ANTIANGINOSOS E VASODILATADORES,NIFEDIPINA,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA
NEO FEDIPINA,Similar,ANTIANGINOSOS E VASODILATADORES,NIFEDIPINA,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
NIFEDIPRESS,Similar,ANTIANGINOSOS E VASODILATADORES,NIFEDIPINO,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
CALTREN,Similar,ANTIANGINOSOS E VASODILATADORES,NITRENDIPINO,LIBBS FARMACÊUTICA LTDA
TRIDIL,Similar,ANTIANGINOSOS E VASODILATADORES,NITROGLICERINA,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
AMIOBAL,Similar,ANTIARRITMICOS,CLORIDRATO DE AMIODARONA,LABORATÓRIOS BALDACCI LTDA
AMIORON,Similar,ANTIARRITMICOS,CLORIDRATO DE AMIODARONA,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
ANCORON,Similar,ANTIARRITMICOS,CLORIDRATO DE AMIODARONA,LIBBS FARMACÊUTICA LTDA
MIODARON,Similar,ANTIARRITMICOS,CLORIDRATO DE AMIODARONA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
CADYR,Similar,ANTIARRITMICOS,CLORIDRATO DE PROPAFENONA,PRATI DONADUZZI & CIA LTDA
FANORM,Similar,ANTIARRITMICOS,CLORIDRATO DE PROPAFENONA,ABBOTT LABORATÓRIOS DO BRASIL LTDA
TUNTÁ,Similar,ANTIARRITMICOS,CLORIDRATO DE PROPAFENONA,EUROFARMA LABORATORIOS S.A.
VATIS,Similar,ANTIARRITMICOS,CLORIDRATO DE PROPAFENONA,LIBBS FARMACÊUTICA LTDA
BROMIFEN,Similar,ANTIASMATICOS,BROMIDRATO DE FENOTEROL,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
BAMIFIX,Similar,ANTIASMATICOS,CLORIDRATO DE BAMIFILINA,CHIESI FARMACÊUTICA LTDA
AILUK,Similar,ANTIASMATICOS,DIPROPIONATO DE BECLOMETASONA,GLENMARK FARMACÊUTICA LTDA
AILUK,Similar,ANTIASMATICOS,DIPROPIONATO DE BECLOMETASONA,GLENMARK FARMACÊUTICA LTDA
CLENIL,Similar,ANTIASMATICOS,DIPROPIONATO DE BECLOMETASONA,CHIESI FARMACÊUTICA LTDA
CLENIL COMPOSITUM  A,Similar,ANTIASMATICOS,"DIPROPIONATO DE BECLOMETASONA, SALBUTAMOL, SULFATO DE SALBUTAMOL",CHIESI FARMACÊUTICA LTDA
ASMANON,Similar,ANTIASMATICOS,FUMARATO DE CETOTIFENO,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
ASMOFEN,Similar,ANTIASMATICOS,FUMARATO DE CETOTIFENO,LABORATÓRIO TEUTO BRASILEIRO S/A
BRONX,Similar,ANTIASMATICOS,"fumarato de formoterol di-hidratado, BUDESONIDA",ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
SYMBICORT,Similar,ANTIASMATICOS,"fumarato de formoterol di-hidratado, BUDESONIDA",ASTRAZENECA DO BRASIL LTDA
ÁRIA,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,EUROFARMA LABORATORIOS S.A.
FISCHIO®,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,BIOLAB SANUS FARMACÊUTICA LTDA
FISCHIO®,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,BIOLAB SANUS FARMACÊUTICA LTDA
MONTELAIR,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
MULTILER,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,LABORATÓRIO TEUTO BRASILEIRO S/A
OXCENE,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
PIEMONTE,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,EUROFARMA LABORATORIOS S.A.
PIEMONTE,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,EUROFARMA LABORATORIOS S.A.
UNIAIR,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
ZYLCAS,Similar,ANTIASMATICOS,MONTELUCASTE de SÓDIO,ZYDUS NIKKHO FARMACÊUTICA LTDA
COMBIWAVE,Similar,ANTIASMATICOS,"XINAFOATO DE SALMETEROL, PROPIONATO DE FLUTICASONA",GLENMARK FARMACÊUTICA LTDA
DOPCYM,Similar,ANTIBACTERIANO,DAPTOMICINA,ACCORD FARMACÊUTICA LTDA
GAPOBAK,Similar,ANTIBACTERIANO,DAPTOMICINA,CAMBER FARMACEUTICA LTDA
RELDAPTOS,Similar,ANTIBACTERIANO,DAPTOMICINA,CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA
LQFEX - SULFATO DE NEOMICINA + BACITRACINA ZINCICA,Similar,ANTIBACTERIANO TOPICO,"SULFATO DE NEOMICINA, BACITRACINA ZÍNCICA",LABORATÓRIO QUÍMICO FARMACÊUTICO DO EXÉRCITO
