NOME_PRODUTO,CATEGORIA_REGULATORIA,CLASSE_TERAPEUTICA,PRINCIPIO_ATIVO,EMPRESA_DETENTORA_REGISTRO
NATUS GERIN,Específico,VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS,"PANAX GINSENG C. A. MEY., TIAMINA, RIBOFLAVINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, PALMITATO DE RETINOL, ÁCIDO ASCÓRBICO, ACETATO DE TOCOFEROL, SULFATO FERROSO, FOSFATO DE CÁLCIO DIBÁSICO, PANTOTENATO DE CALCIO, BITARTARATO DE COLINA, NICOTINAMIDA, INOSITOL, levometionina, ADENOSINA, BIOTINA, ÁCIDO FÓLICO",LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
GERILON,Específico,VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS,"PANAX GINSENG, ACETATO DE RETINOL, NITRATO DE TIAMINA, RIBOFLAVINA, NICOTINAMIDA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, ÁCIDO ASCÓRBICO, COLECALCIFEROL, ACETATO DE RACEALFATOCOFEROL, BIOTINA, PANTOTENATO DE CÁLCIO, FERRO, FLUORETO, IODO, MANGANÊS, POTÁSSIO, RUTOSÍDEO",CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
EPOCLER,Específico,,"BETAÍNA MONOIDRATADA, CITRATO DE COLINA, acetilracemetionina",COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
BICARBONATO DE SÓDIO,Específico,,BICARBONATO DE SÓDIO,JP INDUSTRIA FARMACEUTICA S/A
NESH CÁLCIO,Específico,,CARBONATO DE CÁLCIO,NUNESFARMA PRODUTOS FARMACEUTICOS LTDA
CLORETO DE SÓDIO,Específico,,CLORETO DE SÓDIO,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA
NASOJET 3H,Específico,,CLORETO DE SÓDIO,NATULAB LABORATORIO S.A
DIOVASES,Específico,,"DIOSMINA, FLAVONÓIDES EXPRESSOS EM HESPERIDINA, HESPERIDINA",EMS S/A
PASSARE,Específico,,"DIOSMINA, FLAVONÓIDES EXPRESSOS EM HESPERIDINA, HESPERIDINA",EMS S/A
VEVASO,Específico,,"DIOSMINA, FLAVONÓIDES EXPRESSOS EM HESPERIDINA, HESPERIDINA",MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
EPADIO,Específico,,ÉSTERES ETÍLICOS DE ÁCIDOS GRAXOS ÔMEGA-3,LABORATORIO TIARAJU ALIMENTOS E COSMETICOS S/A
NENFY,Específico,,FERRIPOLIMALTOSE,LABORATÓRIO TEUTO BRASILEIRO S/A
HYVIT K,Específico,,FITOMENADIONA,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA
MYRA-K7,Específico,,MENAEPTENONA,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
PEPTO-BISMOL,Específico,,SALICILATO DE BISMUTO MONOBÁSICO,PROCTER & GAMBLE DO BRASIL LTDA.
SALONPAS ADESIVO,Específico,,"SALICILATO DE METILA, LEVOMENTOL, CÂNFORA",HISAMITSU FARMACÊUTICA DO BRASIL LTDA
SAL DE ANDREWS,Específico,,"SULFATO DE MAGNÉSIO, ÁCIDO CÍTRICO ANIDRO, BICARBONATO DE SÓDIO",PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE ME
SAL DE SONRISAL,Específico,,"SULFATO DE MAGNÉSIO, ÁCIDO CÍTRICO ANIDRO, BICARBONATO DE SÓDIO",PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE ME
ARTROFLAN,Fitoterápico,AGENTES ANTIINFLAMATÓRIOS/ANTIREUMÁTICOS EM ASSOCIAÇÃO,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
CALMANTINA,Fitoterápico,ANSIOLÍTICOS,Passiflora incarnata L.,MAKROFARMA QUIMICA FARMACEUTICA LTDA
REPAROSONO,Fitoterápico,ANSIOLÍTICOS,Passiflora incarnata L.,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
SONOTABS,Fitoterápico,ANSIOLÍTICOS,VALERIANA OFFICINALIS L.,KLEY HERTZ FARMACEUTICA S.A
CALMALEVHY,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,VIDORA FARMACÊUTICA LTDA
CALMLIVE,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
CALMPHAR PI,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
EQUILIBRISSE,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
EQUILIBRISSE,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
FEMCALMY,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
FIQUEZEN,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
FITOCALM,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,LABORATORIO CATARINENSE LTDA
MARACUGINA PI (PASSIFLORA INCARNATA L.),Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
MARACUGINA PI (PASSIFLORA INCARNATA L),Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
PASALIX PI,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,MARJAN INDÚSTRIA E COMÉRCIO LTDA
PASSIFLORA ALTHAIA,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,ALTHAIA S.A. INDUSTRIA FARMACEUTICA
PASSIFLORA MCG,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA
PASSIFLORA VIDORA,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,VIDORA FARMACÊUTICA LTDA
PASSIFLORINE PI,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,MR PHARMA LTDA
PAZINE,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,ARESE PHARMA LTDA.
PRASILENCE,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
SINTOCALMY,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
SOMINEX PI,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,EMS S/A
SOMINEX PI,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,EMS S/A
SOSSEG,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,CIMED INDUSTRIA S.A
TENSART PRO,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
TRANQUIL,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,LABORATÓRIO GLOBO SA
ZYMPALIX,Fitoterápico,ANSIOLITICOS SIMPLES,Passiflora incarnata L.,ALTHAIA S.A. INDUSTRIA FARMACEUTICA
ALPHALIV,Fitoterápico,ANSIOLITICOS SIMPLES,"PASSIFLORA INCARNATA, Passiflora incarnata L.",MABRA FARMACEUTICA LTDA
CALMASYN,Fitoterápico,ANSIOLITICOS SIMPLES,"PASSIFLORA INCARNATA, Passiflora incarnata L.",CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
MARACUJÁ HERBARIUM,Fitoterápico,ANSIOLITICOS SIMPLES,"PASSIFLORA INCARNATA, Passiflora incarnata L.",HERBARIUM LABORATORIO BOTANICO LTDA
VALERIMED,Fitoterápico,ANSIOLITICOS SIMPLES,VALERIANA OFFICINALIS L.,CIMED INDUSTRIA S.A
VALERINATI,Fitoterápico,ANSIOLITICOS SIMPLES,VALERIANA OFFICINALIS L.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
VALSED,Fitoterápico,ANSIOLITICOS SIMPLES,VALERIANA OFFICINALIS L.,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
WALLERY,Fitoterápico,ANSIOLITICOS SIMPLES,VALERIANA OFFICINALIS L.,GALLIA INDUSTRIA FARMACEUTICA LTDA
MARACUJA CONCENTRIX,Fitoterápico,ANSIOLITICOS-ASSOCIACOES MEDICAMENTOSAS,"Passiflora incarnata L., CRATAEGUS OXYACANTHA , SALIX ALBA L.",LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
GASTRILESS,Fitoterápico,ANTIÁCIDOS,MONTEVERDIA ILICIFOLIA (MART. EX REISSEK) BIRAL,BIONATUS LABORATÓRIO BOTÂNICO LTDA
GASTRINON,Fitoterápico,ANTIACIDOS E ANTIULCEROSOS,"MAYTENUS ILICIFOLIA MART.EX.REISS, MONTEVERDIA ILICIFOLIA (MART. EX REISSEK) BIRAL",LABORATÓRIO VITALAB LTDA
HYPERATIV,Fitoterápico,ANTIDEPRESSIVOS,HYPERICUM PERFORATUM L.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
ZICLAGUE,Fitoterápico,ANTIESPASMODICOS,Alpinia zerumbet (Pers.) B.L. Burtt & R.M. Sm.,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
FUNCHICÓREA,Fitoterápico,ANTIESPASMODICOS,"Chicorium intybus, Rheum palmatum L., Anethum foeniculum L., CICHORIUM INTYBUS",LABORATÓRIO MELPOEJO
ELIXIR PAREGÓRICO CATARINENSE,Fitoterápico,ANTIESPASMODICOS,PAPAVER SOMNIFERUM L.,LABORATORIO CATARINENSE LTDA
THEOGÓRICO SOBRAL,Fitoterápico,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,ATROPA BELLADONNA L.,THEODORO F SOBRAL & CIA LTDA
ARPATABS,Fitoterápico,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,KLEY HERTZ FARMACEUTICA S.A
CORDIAFLAN,Fitoterápico,ANTINFLAMATORIOS,CORDIA VERBENACEA DC.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
FLEXIVE CDM,Fitoterápico,ANTINFLAMATORIOS,SYMPHYTUM OFFICINALE,PROCTER & GAMBLE DO BRASIL LTDA.
CUMIAH,Fitoterápico,ANTINFLAMATORIOS ANTIREUMATICOS,CURCUMA LONGA L.,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
MOTORE,Fitoterápico,ANTINFLAMATORIOS ANTIREUMATICOS,"Curcuma longa L. , CURCUMA LONGA L.",ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ARPYNFLAN,Fitoterápico,ANTINFLAMATORIOS ANTIREUMATICOS,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,NATULAB LABORATORIO S.A
PERMEAR,Fitoterápico,ANTINFLAMATORIOS ANTIREUMATICOS,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,MARJAN INDÚSTRIA E COMÉRCIO LTDA
TISMO,Fitoterápico,ANTINFLAMATORIOS ANTIREUMATICOS,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
PHYTOCRAN,Fitoterápico,ANTISSEPTICOS URINARIOS SIMPLES,VACCINIUM MACROCARPON AITON,HERBARIUM LABORATORIO BOTANICO LTDA
DECONTOSSE,Fitoterápico,ANTITUSSIGENOS SIMPLES,ALTHAEA OFFICINALIS L.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ESPINHEIRA SANTA HERBARIUM,Fitoterápico,ANTIULCEROSOS,MONTEVERDIA ILICIFOLIA (MART. EX REISSEK) BIRAL,HERBARIUM LABORATORIO BOTANICO LTDA
CASTANHA DA ÍNDIA ALTHAIA,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,AESCULUS HIPPOCASTANUM L.,ALTHAIA S.A. INDUSTRIA FARMACEUTICA
CASTANHA DA INDIA GLOBO,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,AESCULUS HIPPOCASTANUM L.,LABORATÓRIO GLOBO SA
FLUXOLIV,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,AESCULUS HIPPOCASTANUM L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
VARICAPS AH,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,AESCULUS HIPPOCASTANUM L.,KLEY HERTZ FARMACEUTICA S.A
VARICELL,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,AESCULUS HIPPOCASTANUM L.,FARMOQUÍMICA S/A
VENOCEL,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,AESCULUS HIPPOCASTANUM L.,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
FITOVEIN FLUX,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.,LABORATORIO CATARINENSE LTDA
FLENUS,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,MELILOTUS OFFICINALIS (L.) PALL.,ARESE PHARMA LTDA.
VECASTEN,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,MELILOTUS OFFICINALIS (L.) PALL.,MARJAN INDÚSTRIA E COMÉRCIO LTDA
FLEBLIV,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,PINUS PINASTER AITON,NATULAB LABORATORIO S.A
FLEBON,Fitoterápico,ANTIVARICOSOS DE ACAO SISTEMICA,PINUS PINASTER AITON,FARMOQUÍMICA S/A
BUONA,Fitoterápico,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,GLYCINE MAX (L.) MERR.,EUROFARMA LABORATORIOS S.A.
ISOFLAVINE,Fitoterápico,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,GLYCINE MAX (L.) MERR.,HERBARIUM LABORATORIO BOTANICO LTDA
ISOVIT,Fitoterápico,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,GLYCINE MAX (L.) MERR.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
CLIMATRIX,Fitoterápico,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,TRIFOLIUM PRATENSE L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
MINEL,Fitoterápico,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,TRIFOLIUM PRATENSE L.,ARESE PHARMA LTDA.
PROMENSIL,Fitoterápico,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,TRIFOLIUM PRATENSE L.,FARMOQUÍMICA S/A
ALCACHOFRA ASPEN PHARMA,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
ALCACHOFRA MULTILAB,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
ALCACHOFRA VIDORA,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,VIDORA FARMACÊUTICA LTDA
ALCACHOFRA VITAMEDIC,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
ALCACHOFRAX,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,LABORATORIO CATARINENSE LTDA
CHOPHYTOL,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,MR PHARMA LTDA
SCOLYDRIN,Fitoterápico,COLAGOGOS E COLERETICOS,CYNARA SCOLYMUS L.,EMS S/A
BOLDO KLEIN,Fitoterápico,COLAGOGOS E COLERETICOS,PEUMUS BOLDUS MOLINA,VIDORA FARMACÊUTICA LTDA
HEPATILON,Fitoterápico,COLAGOGOS E COLERETICOS,PEUMUS BOLDUS MOLINA,KLEY HERTZ FARMACEUTICA S.A
CARDOMARIN,Fitoterápico,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES",SILYBUM MARIANUM (L.) GAERTN,NATULAB LABORATORIO S.A
FIGAZYD,Fitoterápico,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES",SILYBUM MARIANUM (L.) GAERTN,ZYDUS NIKKHO FARMACÊUTICA LTDA
SÍLIBOM,Fitoterápico,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES",SILYBUM MARIANUM (L.) GAERTN,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
SILIMALON LIV,Fitoterápico,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES",SILYBUM MARIANUM (L.) GAERTN,ZYDUS NIKKHO FARMACÊUTICA LTDA
STEATON,Fitoterápico,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES",SILYBUM MARIANUM (L.) GAERTN,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
OLINA ESSÊNCIA DE VIDA,Fitoterápico,DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS,"ALOE FEROX MILL., Angelica archangelica L., GENTIANA LUTEA L., Commyphora myrrha, Rheum palmatum L., Gentiana lutea, CINNAMOMUM ZEYLANICUM NESS.",LABORATÓRIO WESP LTDA
EXPULSATOX,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,BRASTERAPICA PHARMACEUTICA LTDA.
GRIPALCEFITO,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,BRASTERAPICA PHARMACEUTICA LTDA.
HEDERA 1FARMA,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,1FARMA INDUSTRIA FARMACEUTICA LTDA
HEDERA CATARINENSE,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,LABORATORIO CATARINENSE LTDA
HEDERA CIMED,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,CIMED INDUSTRIA S.A
HEDERA HELIX VITAMEDIC,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
HEDERA HERBARIUM,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,LABORATORIO CATARINENSE LTDA
HEDERA TEUTO,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,LABORATÓRIO TEUTO BRASILEIRO S/A
HEDERAFLUX,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,KLEY HERTZ FARMACEUTICA S.A
HEDERAX,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,ARESE PHARMA LTDA.
PHITOSS,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,BRASTERAPICA PHARMACEUTICA LTDA.
RESFEFITO,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,KLEY HERTZ FARMACEUTICA S.A
SALVOTUX,Fitoterápico,EXPECTORANTES,HEDERA HELIX L.,GALLIA INDUSTRIA FARMACEUTICA LTDA
BIOTOSS,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
GUACO EDULITO HERBARIUM,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,HERBARIUM LABORATORIO BOTANICO LTDA
GUACO VITAMEDIC,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
GUACOFLUS,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
GUACOTOSS,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA
GUAKOEXPEC,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
PEITORAL MARTEL,Fitoterápico,EXPECTORANTES,MIKANIA GLOMERATA SPRENG.,KLEY HERTZ FARMACEUTICA S.A
BLUMEL HEDERA,Fitoterápico,EXPECTORANTES SIMPLES,"HEDERA HELIX (HERA), HEDERA HELIX L.",BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
FLUIJET,Fitoterápico,EXPECTORANTES SIMPLES,HEDERA HELIX L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
LIBERAFLUX,Fitoterápico,EXPECTORANTES SIMPLES,HEDERA HELIX L.,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
XAROPE BENETOSSE,Fitoterápico,EXPECTORANTES SIMPLES,HEDERA HELIX L.,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
LIVTÓS,Fitoterápico,EXPECTORANTES SIMPLES,MIKANIA GLOMERATA SPRENG.,VIDORA FARMACÊUTICA LTDA
AGUA INGLESA CATARINENSE,Fitoterápico,FITOTERAPICO COMPOSTO,CINCHONA CALISAYA WEDD.,LABORATORIO CATARINENSE LTDA
BÁLSAMO BRANCO,Fitoterápico,FITOTERAPICO COMPOSTO,"CINNAMOMUM VERUM J. PRESL, SYZYGIUM AROMATICUM (L.) MERR. & L.M. PERRY",LABORATORIO CATARINENSE LTDA
CALMAN,Fitoterápico,FITOTERAPICO COMPOSTO,"CRATAEGUS RHIPIDOPHYLLA GAND., Passiflora incarnata L., SALIX ALBA L.",ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
GUACOVITA,Fitoterápico,FITOTERAPICO COMPOSTO,"NASTURTIUM OFFICINALE R.BR., MIKANIA GLOMERATA SPRENG., POLYGALA SENEGA L., MYROXYLON BALSAMUM (L.) HARMS, Cephaelis ipecacuanha (Brot.) A. Rich, ACONITUM NAPELLUS L.",LABORATÓRIO VITALAB LTDA
PASALIX,Fitoterápico,FITOTERAPICO COMPOSTO,"Passiflora incarnata L., SALIX ALBA L., CRATAEGUS RHIPIDOPHYLLA GAND.",MARJAN INDÚSTRIA E COMÉRCIO LTDA
CASTANHA DA ÍNDIA MCG,Fitoterápico,FITOTERAPICO SIMPLES,AESCULUS HIPPOCASTANUM L.,MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA
VARISBEM,Fitoterápico,FITOTERAPICO SIMPLES,AESCULUS HIPPOCASTANUM L.,VIDORA FARMACÊUTICA LTDA
UROCIST,Fitoterápico,FITOTERAPICO SIMPLES,ARCTOSTAPHYLOS UVA-URSI (L.) SPRENG.,NATULAB LABORATORIO S.A
EUCAPROL,Fitoterápico,FITOTERAPICO SIMPLES,EUCALYPTUS GLOBULUS LABILL.,APIS FLORA INDUSTRIAL  E COMERCIAL LTDA
TOPSLIM,Fitoterápico,FITOTERAPICO SIMPLES,GARCINIA CAMBOGIA DESR.,MARJAN INDÚSTRIA E COMÉRCIO LTDA
GINKGO VITAL,Fitoterápico,FITOTERAPICO SIMPLES,GINKGO BILOBA L.,PRATI DONADUZZI & CIA LTDA
GINKOBONIN,Fitoterápico,FITOTERAPICO SIMPLES,GINKGO BILOBA L.,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
GINKOTAB,Fitoterápico,FITOTERAPICO SIMPLES,GINKGO BILOBA L.,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
GINO-MENOPAUSA,Fitoterápico,FITOTERAPICO SIMPLES,GLYCINE MAX (L.) MERR.,BAYER S.A.
HIZOFITO,Fitoterápico,FITOTERAPICO SIMPLES,GLYCINE MAX (L.) MERR.,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
ISOCLIM,Fitoterápico,FITOTERAPICO SIMPLES,GLYCINE MAX (L.) MERR.,BIONATUS LABORATÓRIO BOTÂNICO LTDA
MENOP,Fitoterápico,FITOTERAPICO SIMPLES,GLYCINE MAX (L.) MERR.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
PAUSEFEMME,Fitoterápico,FITOTERAPICO SIMPLES,GLYCINE MAX (L.) MERR.,NATULAB LABORATORIO S.A
RESPLIX,Fitoterápico,FITOTERAPICO SIMPLES,HEDERA HELIX L.,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
HIPÉRICO HERBARIUM,Fitoterápico,FITOTERAPICO SIMPLES,HYPERICUM PERFORATUM L.,HERBARIUM LABORATORIO BOTANICO LTDA
HYPERINAT,Fitoterápico,FITOTERAPICO SIMPLES,HYPERICUM PERFORATUM L.,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A
TRIATIV,Fitoterápico,FITOTERAPICO SIMPLES,HYPERICUM PERFORATUM L.,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
MELISSA LEGRAND,Fitoterápico,FITOTERAPICO SIMPLES,MELISSA OFFICINALIS L.,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
TINTURA DE MELISSA YANTEN,Fitoterápico,FITOTERAPICO SIMPLES,MELISSA OFFICINALIS L.,LABORATORIO YANTEN LTDA
APAXY,Fitoterápico,FITOTERAPICO SIMPLES,Passiflora incarnata L.,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
PASSIFLORA AIRELA,Fitoterápico,FITOTERAPICO SIMPLES,Passiflora incarnata L.,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.
HEBLAX,Fitoterápico,FITOTERAPICO SIMPLES,RHAMNUS PURSHIANA DC.,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
ARNICA DO MATO EC,Fitoterápico,FITOTERAPICO SIMPLES,SOLIDAGO MICROGLOSSA DC.,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA
VALESSONE,Fitoterápico,FITOTERAPICO SIMPLES,VALERIANA OFFICINALIS L.,NATULAB LABORATORIO S.A
VALYANNE,Fitoterápico,FITOTERAPICO SIMPLES,VALERIANA OFFICINALIS L.,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
SERENUS,Fitoterápico,FITOTERAPICOS ASSOCIADOS,"CRATAEGUS RHIPIDOPHYLLA GAND., Passiflora incarnata L., SALIX ALBA L.",BIOLAB SANUS FARMACÊUTICA LTDA
EPATOCARDIN,Fitoterápico,HEPATOPROTETORES E LIPOTROPICOS,SILYBUM MARIANUM (L.) GAERTN,EMS S/A
FORFIG,Fitoterápico,HEPATOPROTETORES E LIPOTROPICOS,SILYBUM MARIANUM (L.) GAERTN,EUROFARMA LABORATORIOS S.A.
NUFIG,Fitoterápico,HEPATOPROTETORES E LIPOTROPICOS,SILYBUM MARIANUM (L.) GAERTN,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
PROTEFIGAN SM,Fitoterápico,HEPATOPROTETORES E LIPOTROPICOS,SILYBUM MARIANUM (L.) GAERTN,KLEY HERTZ FARMACEUTICA S.A
VITAMAGRIS,Fitoterápico,IODOTERAPIA,FUCUS VESICULOSUS L.,LABORATÓRIO VITALAB LTDA
